label,role,candidate_key,channels_json,replicate,status,reason,elapsed_seconds,exit_code,failure_timestamp,failure_frame_index,last_timestamp,trajectory_poses,associated_poses,expected_matched_frames,coverage_ratio,se3_ate_rmse_m,se3_ate_mean_m,se3_ate_median_m,se3_ate_max_m,se3_ate_std_m,rotation_ape_rmse_deg,rotation_ape_mean_deg,rotation_ape_max_deg,translation_rpe_rmse_m,translation_rpe_max_m,rotation_rpe_rmse_deg,rotation_rpe_max_deg,allframe_sim3_rmse_m,allframe_sim3_mean_m,allframe_sim3_scale,keyframe_sim3_rmse_m,keyframe_sim3_mean_m,keyframe_sim3_scale,keyframe_associated_poses,historical_evo_ape_rmse_m,historical_evo_ape_mean_m,historical_evo_rpe_rmse_m,diagnostic_frames,photo_mse_median,photo_mse_p95,photo_mse_nonfinite_count,valid_ratio_min,valid_ratio_median,h_cond_max,delta_norm_max,crazy_affine_count,trajectory_path,keyframe_trajectory_path,log_path,created_at
enc0_k01_single_d03,Enc0 best/only viable singleton control,enc0:3,[3],0,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,159.2164509090071,-15,1311868255.6493,2666,,,,2893,,,,,,,,,,,,,,,,,,,,,,,,2665,1.0577130000000001,4.850670699999989,1,0.0,1.0,1159000.0,0.048808,202,,,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_k01_single_d03/replicate_0.log,2026-08-16T11:14:57.959405+00:00
enc0_k02_d02_d14,Enc0 best two-channel configuration,"enc0:2,14","[2, 14]",0,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,94.11273878402426,-15,1311868221.4747,1652,,,,2893,,,,,,,,,,,,,,,,,,,,,,,,1651,2.439825,17.939147949999995,1,0.0,1.0,154000.0,0.005831,63,,,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_k02_d02_d14/replicate_0.log,2026-08-16T11:16:32.123745+00:00
enc0_global_rank02_k03_d03_d07_d12,Enc0 global rank 2; best three-channel configuration,"enc0:3,7,12","[3, 7, 12]",0,PASS,Completed the full matched RGB-D sequence,160.51270134898368,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.37167630570862675,0.30301790061603573,0.22511439980533068,0.8253830465068359,0.215228780908741,15.648389556771438,14.887148417093751,25.1271006678891,0.008669315615181673,0.23192579743953964,0.35248988334728165,8.234451550339314,0.35984160124408915,0.3170563506535748,0.9488205313618978,0.09346292989380989,0.06964146263182969,1.0402408910219367,469,0.092539,0.068461,0.039771,2891,3.558849,13.590747499999999,0,0.876,1.0,56950.0,0.021913,109,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_global_rank02_k03_d03_d07_d12/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_global_rank02_k03_d03_d07_d12/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_global_rank02_k03_d03_d07_d12/replicate_0.log,2026-08-16T11:19:13.542840+00:00
enc0_global_rank03_k04_d02_d03_d12_d14,Enc0 global rank 3; best fixed four-channel configuration,"enc0:2,3,12,14","[2, 3, 12, 14]",0,PASS,Completed the full matched RGB-D sequence,158.35661747597624,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.3814066470832064,0.30951139214205786,0.2580180612712764,0.803495563064356,0.22287603858095384,14.855373428824826,14.089811935966901,24.268368684853566,0.006162542581319332,0.13315011077146005,0.3359429875165804,8.244808550326875,0.36344291086342856,0.31962244608136486,0.9371300430654915,0.08267847511753071,0.05351908459481897,1.0605376902170371,470,0.081516,0.051419,0.045638,2891,4.985716,22.360705,0,0.902,1.0,31120.0,0.014963,97,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_global_rank03_k04_d02_d03_d12_d14/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_global_rank03_k04_d02_d03_d12_d14/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_global_rank03_k04_d02_d03_d12_d14/replicate_0.log,2026-08-16T11:21:52.818262+00:00
enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14,Enc0 global rank 1 / accuracy-first configuration,"enc0:2,3,7,12,13,14","[2, 3, 7, 12, 13, 14]",0,PASS,Completed the full matched RGB-D sequence,158.57367417099886,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.42115415115987287,0.3404303246103122,0.24095689674059673,0.8806282167625151,0.24794760157119994,16.857749474387774,15.643473689451763,27.757129802469027,0.009368483718917214,0.22298027691478536,0.4081945477695929,10.235225967391742,0.4053007451351947,0.3559419056721067,0.9374276475152898,0.09914570683922948,0.07192698762074157,1.0400393744797838,468,0.098019,0.070608,0.049098,2891,7.354557,32.527328499999996,0,0.789,1.0,274400.0,0.023259,131,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14/replicate_0.log,2026-08-16T11:24:32.304963+00:00
enc0_all16,Enc0 all-channel control,enc0:all,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0,PASS,Completed the full matched RGB-D sequence,159.66528049198678,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.3708935452929494,0.2951872496393849,0.21381112133566957,0.8023808774918118,0.22455847699498802,16.95480853565049,14.938747736367343,31.72018746785894,0.00851897984160004,0.27392966540858993,0.35897753140549116,9.635470749325144,0.35862745135175506,0.3119339436645821,0.9480188513625872,0.09246909229456753,0.06800796802958199,1.0763113991996247,468,0.091967,0.066972,0.051305,2891,28.865534,203.292801,0,0.894,1.0,47460.0,0.014809,92,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_all16/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_all16/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_all16/replicate_0.log,2026-08-16T11:27:12.896242+00:00
enc0_bqs_top5_d00_d03_d10_d14_d15,"Enc0 historical BQS-selected top-5 control, re-evaluated by direct full sequence","enc0:0,3,10,14,15","[0, 3, 10, 14, 15]",0,PASS,Completed the full matched RGB-D sequence,158.04494594901917,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.6043870377542522,0.5035435781004897,0.36930689009858186,1.265880413812652,0.33425672223474573,29.30694308593883,25.10862907246885,53.78466963363025,0.020820086814293138,0.7494352088160522,0.8330637477231324,34.02887143850218,0.5902749639887194,0.5229232822512347,0.9274673940208487,0.12370538672423001,0.07300340368659147,1.085278536523348,467,0.123967,0.071524,0.087285,2891,7.599992,68.1613045,0,0.681,1.0,25740.0,0.007701,78,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_bqs_top5_d00_d03_d10_d14_d15/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_bqs_top5_d00_d03_d10_d14_d15/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc0_bqs_top5_d00_d03_d10_d14_d15/replicate_0.log,2026-08-16T11:29:51.853010+00:00
enc1_k02_d00_d05,Enc1 minimum viable two-channel configuration,"enc1:0,5","[0, 5]",0,PASS,Completed the full matched RGB-D sequence,174.91570656199474,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.48610501626680586,0.400748352343653,0.2925119799178073,1.037889807144159,0.27513423075582394,18.01646587081777,16.971680576708696,30.52153378567552,0.008643862386712301,0.19471821955982316,0.3202986139067571,2.6926954247020785,0.47275731027161233,0.41377395435560027,0.9375182233959048,0.10674272129011979,0.06456777437567587,1.1168597596337473,469,0.105016,0.060824,0.069608,2891,2.810854,6.7129075,0,0.902,1.0,24030.0,0.015054,148,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc1_k02_d00_d05/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc1_k02_d00_d05/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc1_k02_d00_d05/replicate_0.log,2026-08-16T11:32:47.683621+00:00
enc1_global_rank03_k04_d00_d05_d18_d30,Enc1 global rank 3; best fixed four-channel configuration,"enc1:0,5,18,30","[0, 5, 18, 30]",0,PASS,Completed the full matched RGB-D sequence,180.53542315997765,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.5087971704560911,0.41969023915082565,0.3389564136839576,1.1247383074694868,0.28763633954291545,19.401011067123346,18.162833258950386,31.13602158446864,0.008041016263574532,0.20906363075108453,0.30117597511095945,3.8333115619764446,0.4911310984147981,0.43023094925046235,0.9271801914698968,0.11093537563797347,0.06725631389413056,1.1086063809810431,470,0.109603,0.063292,0.074508,2891,6.724336,23.7090205,0,0.9,1.0,32290.0,0.017301,187,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc1_global_rank03_k04_d00_d05_d18_d30/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc1_global_rank03_k04_d00_d05_d18_d30/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc1_global_rank03_k04_d00_d05_d18_d30/replicate_0.log,2026-08-16T11:35:49.129726+00:00
enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30,Enc1 global rank 1 / accuracy-first configuration,"enc1:5,6,17,18,28,30","[5, 6, 17, 18, 28, 30]",0,PASS,Completed the full matched RGB-D sequence,191.24061863400857,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.5525219584984331,0.46484275132817465,0.41772852581748143,1.1627281336313418,0.2986665886245014,21.055404617914057,19.848970650746974,30.859172519059054,0.008717144910649174,0.2613125888171354,0.2947761959972926,3.4224479924669917,0.530852239914313,0.4746295790486489,0.9164307301637739,0.10884636732746769,0.0626169832332631,1.0927203527988025,467,0.108812,0.060189,0.080549,2891,18.824013,69.284565,0,0.894,1.0,30400.0,0.02466,172,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr2_desk_lightswitch/artifacts/enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30/replicate_0.log,2026-08-16T11:39:01.280615+00:00
