label,role,candidate_key,channels_json,replicate,status,reason,elapsed_seconds,exit_code,failure_timestamp,failure_frame_index,last_timestamp,trajectory_poses,associated_poses,expected_matched_frames,coverage_ratio,se3_ate_rmse_m,se3_ate_mean_m,se3_ate_median_m,se3_ate_max_m,se3_ate_std_m,rotation_ape_rmse_deg,rotation_ape_mean_deg,rotation_ape_max_deg,translation_rpe_rmse_m,translation_rpe_max_m,rotation_rpe_rmse_deg,rotation_rpe_max_deg,allframe_sim3_rmse_m,allframe_sim3_mean_m,allframe_sim3_scale,keyframe_sim3_rmse_m,keyframe_sim3_mean_m,keyframe_sim3_scale,keyframe_associated_poses,historical_evo_ape_rmse_m,historical_evo_ape_mean_m,historical_evo_rpe_rmse_m,diagnostic_frames,photo_mse_median,photo_mse_p95,photo_mse_nonfinite_count,valid_ratio_min,valid_ratio_median,h_cond_max,delta_norm_max,crazy_affine_count,trajectory_path,keyframe_trajectory_path,log_path,created_at
gray_baseline,Photometric grayscale baseline; no learned tracking features.,gray,,0,PASS,Completed the full matched RGB-D sequence,163.50714753000648,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.6982177098414944,0.5709557760884559,0.45947053403619825,1.534274190943984,0.40189236380843374,19.92609625196469,15.966112927119958,39.454630435198105,0.025463947213599705,0.9108169802883748,0.8241842297942744,19.735492925973844,0.5662339968287905,0.5037657701083819,0.8033283278451209,0.13241256880023877,0.08620705046588499,1.0674618131290716,470,0.132448,0.084609,0.093482,2891,1.633366,13.195484,0,0.868,1.0,1184000.0,0.017049,265,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/gray_baseline/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/gray_baseline/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/gray_baseline/replicate_0.log,2026-08-23T13:19:30.297655+00:00
resnet_layer2_direct_c4_d67_d108_d121,"Direct coarse parent C4, selected because it is the coarse component of the global C2F optimum.","resnet:direct:layer2:67,108,121","[67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,169.6007569450012,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.8993951333405625,0.7608967612286336,0.6446924033282783,1.8837200207747586,0.4795286483917976,38.717433171852605,35.12632897914214,67.94837170499245,0.014031728742548795,0.34040441564377893,0.44427243411262785,9.629401404255587,0.8736461329176385,0.7790118812284117,0.8774794546161432,0.24777264780644717,0.161672257151332,1.3556890018485046,468,0.249253,0.160072,0.156824,2891,4.049483,4.7003865000000005,0,0.905,1.0,4019.0,0.006484,380,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_layer2_direct_c4_d67_d108_d121/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_layer2_direct_c4_d67_d108_d121/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_layer2_direct_c4_d67_d108_d121/replicate_0.log,2026-08-23T13:22:20.832213+00:00
resnet_layer2_direct_c5_d108_d121,"Direct coarse parent C5, selected because it produces the strongest C2F synergy with F6.","resnet:direct:layer2:108,121","[108, 121]",0,PASS,Completed the full matched RGB-D sequence,173.3585523260117,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.8199275650526189,0.7028852747313745,0.583779948811342,1.70148176803367,0.4221770985012292,36.589368831187436,33.81369720078951,60.79472566961385,0.014285752829292798,0.32738966178892165,0.4528394811979043,8.412745930035646,0.8084828106546077,0.7188206777838636,0.9197995098128534,0.24286000534190844,0.17356587235698553,1.3488227980089997,467,0.244224,0.172379,0.13191,2891,2.876169,3.6434439999999997,0,0.897,1.0,5216.0,0.00914,336,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_layer2_direct_c5_d108_d121/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_layer2_direct_c5_d108_d121/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_layer2_direct_c5_d108_d121/replicate_0.log,2026-08-23T13:25:15.113271+00:00
resnet_conv1_direct_f1_d15_d20_d26_d34,Direct fine parent F1: global direct Conv1 optimum on fr1/desk_lightswitch.,"resnet:direct:conv1:15,20,26,34","[15, 20, 26, 34]",0,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,63.810548315988854,-15,1311868199.3694,1027,,,,2893,,,,,,,,,,,,,,,,,,,,,,,,1026,8.778831,25.358081399999794,1,0.0,1.0,72070.0,0.007456,18,,,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_conv1_direct_f1_d15_d20_d26_d34/replicate_0.log,2026-08-23T13:26:18.975549+00:00
resnet_conv1_direct_f2_d23_d24_d26_d51_d63,"Direct fine parent F2, used by both A/B schedule tests of the global C2F pair.","resnet:direct:conv1:23,24,26,51,63","[23, 24, 26, 51, 63]",0,PASS,Completed the full matched RGB-D sequence,166.95892705401639,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.381942495491155,0.32706881699833396,0.24756142759992686,0.7950254178608306,0.19724618832646995,18.71872626181868,17.927236549965695,29.506602221129032,0.008172932860940738,0.19421377514221316,0.3587393385581014,7.874079945140555,0.3780691925544386,0.33464353253884294,0.969438446373973,0.1015271180297321,0.07767630540408359,1.1063058382737025,469,0.099445,0.074655,0.043081,2891,8.650941,15.5432515,0,0.897,1.0,235400.0,0.994148,199,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_conv1_direct_f2_d23_d24_d26_d51_d63/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_conv1_direct_f2_d23_d24_d26_d51_d63/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_conv1_direct_f2_d23_d24_d26_d51_d63/replicate_0.log,2026-08-23T13:29:06.862202+00:00
resnet_conv1_direct_f6_d29_d33_d52,"Direct fine parent F6, included because it has the largest observed C2F gain with C5.","resnet:direct:conv1:29,33,52","[29, 33, 52]",0,PASS,Completed the full matched RGB-D sequence,163.41572230600286,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,1.4013300606445758,1.2072419822270766,1.0403790854768167,2.7827905090824583,0.7115425041517686,50.0484399095554,46.44865685036563,82.75839977761001,0.034421307742644985,0.8962615231166622,0.9166701463188758,28.52209361012423,1.1574361863936804,1.0607584608305671,0.6271278088225127,0.39839157728715163,0.2522138317310221,1.229111003887501,468,0.405931,0.258652,0.248133,2891,3.564073,101.70722950000001,0,0.754,1.0,142200.0,0.022388,163,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_conv1_direct_f6_d29_d33_d52/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_conv1_direct_f6_d29_d33_d52/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_conv1_direct_f6_d29_d33_d52/replicate_0.log,2026-08-23T13:31:51.211370+00:00
resnet_c2f_b_f1_c4_negative_high_parent,C2F-B negative high-parent control: worse than direct global Conv1 optimum F1 on fr1 lightswitch.,"resnet:c2f:B:fine15,20,26,34:coarse67,108,121","[15, 20, 26, 34, 67, 108, 121]",0,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,68.51403590600239,-15,1311868199.3694,1027,,,,2893,,,,,,,,,,,,,,,,,,,,,,,,1026,8.794768999999999,25.2343155,0,0.913,1.0,70080.0,0.007513,18,,,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_c2f_b_f1_c4_negative_high_parent/replicate_0.log,2026-08-23T13:32:59.775034+00:00
resnet_c2f_a_f2_c4_variant_negative,C2F-A schedule control: slightly worse than direct F2 on fr1 lightswitch.,"resnet:c2f:A:fine23,24,26,51,63:coarse67,108,121","[23, 24, 26, 51, 63, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,192.68851158200414,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.5109488858366905,0.42002533829506505,0.33805303538558,1.113234963272742,0.290942398298824,20.82390504170251,19.539035380946174,34.895508050105,0.00783869457113355,0.1595978106514843,0.3232922086721765,4.759489426531162,0.49631873786390795,0.43471461224953106,0.9330110288464775,0.1143064199673585,0.07336921795811556,1.1471204463689457,465,0.113982,0.070937,0.070048,2891,8.606462,15.5823615,0,0.904,1.0,163800.0,0.308785,195,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_c2f_a_f2_c4_variant_negative/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_c2f_a_f2_c4_variant_negative/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_c2f_a_f2_c4_variant_negative/replicate_0.log,2026-08-23T13:36:13.375691+00:00
resnet_c2f_b_f2_c4_global_best,C2F-B global ResNet C2F optimum on fr1 lightswitch; compare against both direct parents.,"resnet:c2f:B:fine23,24,26,51,63:coarse67,108,121","[23, 24, 26, 51, 63, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,187.3892470470164,0,,,1311868263.1855,2891,2221,2893,0.9993086761147598,0.4296228601233966,0.35163859937043657,0.28821935428373346,0.9320219483992019,0.2468321238684407,17.964559542922895,17.0666810599686,29.01188970628145,0.006732114866369716,0.11997179570611091,0.30809090784322857,3.8110696404745603,0.416516457475967,0.3639087455021537,0.9420576990527505,0.10171179943228278,0.06886811196192921,1.1193951165199503,469,0.10078,0.065996,0.057597,2891,8.637453,15.5427255,0,0.902,1.0,191000.0,0.031008,200,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_c2f_b_f2_c4_global_best/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_c2f_b_f2_c4_global_best/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_c2f_b_f2_c4_global_best/replicate_0.log,2026-08-23T13:39:21.693570+00:00
resnet_c2f_a_f6_c5_positive_synergy,C2F-A positive synergy case: 32.9% lower fr1-lightswitch ATE than direct F6.,"resnet:c2f:A:fine29,33,52:coarse108,121","[29, 33, 52, 108, 121]",0,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,71.15591761801625,-15,1311868199.3373,1026,,,,2893,,,,,,,,,,,,,,,,,,,,,,,,1025,3.7231690000000004,104.57244274999994,1,0.0,1.0,987200.0,0.017836,32,,,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr2_desk_lightswitch/artifacts/resnet_c2f_a_f6_c5_positive_synergy/replicate_0.log,2026-08-23T13:40:32.916909+00:00
